"","City","Year","Median Price","Days on Market","One-Year % Change in Price","Five-Year % Change in Price","Ten-Year % Change in Price"
"526","Lexington",2019,1345932,51,17,19,75
"527","Lincoln",2019,1394027,73,12,21,30
"528","Littleton",2019,532495,56,-7,16,29
"529","Lowell",2019,328354,41,9,36,65
"530","Lynn",2019,358578,39,2,40,82
"531","Lynnfield",2019,733180,42,10,18,23
"532","Malden",2019,495967,34,1,50,81
"533","Manchester-by-the-Sea",2019,1287341,156,39,3,23
"534","Mansfield",2019,499356,43,11,18,30
"535","Marblehead",2019,899628,60,30,13,44
"536","Marlborough",2019,435652,45,11,28,44
"537","Marshfield",2019,526218,68,17,23,32
"538","Maynard",2019,408917,34,7,23,38
"539","Medfield",2019,771780,62,19,10,18
"540","Medford",2019,647815,33,5,44,81
"541","Medway",2019,474998,47,6,16,23
"542","Melrose",2019,650410,27,0,33,59
"543","Merrimac",2019,443711,48,8,9,31
"544","Methuen",2019,394443,44,10,34,44
"545","Middleboro",2019,367854,65,13,40,35
"546","Middleton",2019,708295,72,13,10,25
"547","Milford",2019,369220,44,6,26,27
"548","Millis",2019,503884,58,20,24,35
"549","Milton",2019,863602,47,22,35,63
"550","Nahant",2019,779777,73,34,3,14
"551","Natick",2019,707476,50,13,22,42
"552","Needham",2019,1223843,54,14,26,51
"553","Newbury",2019,633633,71,20,24,43
"554","Newburyport",2019,772033,61,26,27,68
"555","Newton",2019,1498036,56,24,30,70
"556","Norfolk",2019,612505,78,7,25,32
"557","North Andover",2019,622401,55,5,15,31
"558","North Attleboro",2019,438568,60,15,20,30
"559","North Reading",2019,624349,44,12,14,41
"560","Norton",2019,381890,51,1,25,17
"561","Norwell",2019,754678,81,18,22,18
"562","Norwood",2019,497850,37,5,21,36
"563","Peabody",2019,477213,31,7,31,52
"564","Pembroke",2019,450072,62,13,24,30
"565","Pepperell",2019,394694,55,13,25,35
"566","Plainville",2019,484634,51,34,38,31
"567","Plymouth",2019,434085,73,14,23,34
"568","Plympton",2019,450083,67,5,35,47
"569","Quincy",2019,551832,43,12,40,60
"570","Randolph",2019,397972,38,6,43,64
"571","Raynham",2019,416799,55,-1,19,22
"572","Reading",2019,663028,40,6,28,53
"573","Revere",2019,445608,33,2,54,99
"574","Rockland",2019,365474,42,7,21,31
"575","Rockport",2019,732016,88,17,27,23
"576","Rowley",2019,549730,57,3,19,30
"577","Salem",2019,460100,34,8,24,48
"578","Salisbury",2019,412952,45,1,12,29
"579","Saugus",2019,498380,44,12,44,66
"580","Scituate",2019,746881,79,27,23,37
"581","Sharon",2019,631020,62,19,17,42
"582","Sherborn",2019,944120,87,12,7,20
"583","Shirley",2019,374462,50,-1,15,46
"584","Somerville",2019,940318,30,18,52,119
"585","Southboro",2019,729325,71,16,17,47
"586","Stoneham",2019,588739,34,5,27,54
"587","Stoughton",2019,421718,41,11,28,49
"588","Stow",2019,573925,81,1,15,11
"589","Sudbury",2019,863292,71,15,12,28
"590","Swampscott",2019,692518,60,19,34,50
"591","Taunton",2019,330697,46,6,35,36
"592","Tewksbury",2019,471953,38,8,26,40
"593","Topsfield",2019,674803,66,13,11,29
"594","Townsend",2019,322861,68,6,34,30
"595","Tyngsborough",2019,435171,53,1,17,25
"596","Wakefield",2019,591357,34,7,26,32
"597","Walpole",2019,603158,48,11,16,36
"598","Waltham",2019,659229,37,9,36,53
"599","Watertown",2019,753737,30,12,33,58
"600","Wayland",2019,872675,57,11,12,39
"601","Wellesley",2019,1706866,68,19,15,38
"602","Wenham",2019,782134,86,12,13,12
"603","West Bridgewater",2019,388682,60,5,17,41
"604","West Newbury",2019,657271,98,19,20,26
"605","Westford",2019,613840,56,5,15,36
"606","Weston",2019,1971118,123,28,6,31
"607","Westwood",2019,922704,66,18,17,43
"608","Weymouth",2019,440453,39,7,29,43
"609","Whitman",2019,378684,38,15,31,30
"610","Wilmington",2019,566849,43,5,33,48
"611","Winchester",2019,1283501,53,8,27,60
"612","Winthrop",2019,540339,54,3,48,63
"613","Woburn",2019,541535,37,8,31,47
"614","Wrentham",2019,561535,79,12,19,27
"615","Abington",2020,435000,31,NA,NA,NA
"616","Acton",2020,695000,43,NA,NA,NA
"617","Amesbury",2020,463000,45,NA,NA,NA
"618","Andover",2020,738000,41,NA,NA,NA
"619","Arlington",2020,870000,24,NA,NA,NA
"620","Ashby",2020,336125,58,NA,NA,NA
"621","Ashland",2020,488000,22,NA,NA,NA
"622","Attleboro",2020,389450,37,NA,NA,NA
"623","Avon",2020,375000,35,NA,NA,NA
"624","Ayer",2020,453200,65,NA,NA,NA
"625","Bedford",2020,795000,50,NA,NA,NA
"626","Bellingham",2020,380000,32,NA,NA,NA
"627","Belmont",2020,1250000,34,NA,NA,NA
"628","Beverly",2020,560000,30,NA,NA,NA
"629","Billerica",2020,512000,32,NA,NA,NA
"630","Boston",2020,690000,37,NA,NA,NA
"631","Boxborough",2020,671500,33,NA,NA,NA
"632","Boxford",2020,785000,59,NA,NA,NA
"633","Braintree",2020,561000,29,NA,NA,NA
"634","Bridgewater",2020,470000,48,NA,NA,NA
"635","Brockton",2020,350000,37,NA,NA,NA
"636","Brookline",2020,2210000,69,NA,NA,NA
"637","Burlington",2020,621000,46,NA,NA,NA
"638","Cambridge",2020,1681000,33,NA,NA,NA
"639","Canton",2020,610000,44,NA,NA,NA
"640","Carlisle",2020,921250,79,NA,NA,NA
"641","Carver",2020,390000,46,NA,NA,NA
"642","Chelmsford",2020,499000,27,NA,NA,NA
"643","Chelsea",2020,450000,45,NA,NA,NA
"644","Cohasset",2020,1110000,76,NA,NA,NA
"645","Concord",2020,1165000,81,NA,NA,NA
"646","Danvers",2020,549000,30,NA,NA,NA
"647","Dedham",2020,595000,32,NA,NA,NA
"648","Dover",2020,1345000,146,NA,NA,NA
"649","Dracut",2020,415000,26,NA,NA,NA
"650","Dunstable",2020,576000,61,NA,NA,NA
"651","Duxbury",2020,755000,62,NA,NA,NA
"652","East Bridgewater",2020,409500,37,NA,NA,NA
"653","Easton",2020,516949,66,NA,NA,NA
"654","Essex",2020,705000,82,NA,NA,NA
"655","Everett",2020,500000,40,NA,NA,NA
"656","Foxborough",2020,520000,47,NA,NA,NA
"657","Framingham",2020,503000,28,NA,NA,NA
"658","Franklin",2020,506000,35,NA,NA,NA
"659","Georgetown",2020,510000,38,NA,NA,NA
"660","Gloucester",2020,507500,62,NA,NA,NA
"661","Groton",2020,565000,55,NA,NA,NA
"662","Groveland",2020,495000,38,NA,NA,NA
"663","Halifax",2020,415000,45,NA,NA,NA
"664","Hamilton",2020,630000,50,NA,NA,NA
"665","Hanover",2020,585000,51,NA,NA,NA
"666","Hanson",2020,426000,36,NA,NA,NA
"667","Harvard",2020,655000,85,NA,NA,NA
"668","Haverhill",2020,411000,30,NA,NA,NA
"669","Hingham",2020,875000,56,NA,NA,NA
"670","Holbrook",2020,390000,36,NA,NA,NA
"671","Holliston",2020,550000,47,NA,NA,NA
"672","Hopkinton",2020,707000,56,NA,NA,NA
"673","Hudson",2020,451000,30,NA,NA,NA
"674","Hull",2020,491000,69,NA,NA,NA
"675","Ipswich",2020,642000,57,NA,NA,NA
"676","Kingston",2020,462500,53,NA,NA,NA
"677","Lakeville",2020,466000,54,NA,NA,NA
"678","Lawrence",2020,343000,32,NA,NA,NA
"679","Lexington",2020,1350000,49,NA,NA,NA
"680","Lincoln",2020,1375000,136,NA,NA,NA
"681","Littleton",2020,602500,46,NA,NA,NA
"682","Lowell",2020,362000,31,NA,NA,NA
"683","Lynn",2020,425000,29,NA,NA,NA
"684","Lynnfield",2020,742500,35,NA,NA,NA
"685","Malden",2020,546000,24,NA,NA,NA
"686","Manchester-by-the-Sea",2020,970500,117,NA,NA,NA
"687","Mansfield",2020,505000,35,NA,NA,NA
"688","Marblehead",2020,772500,60,NA,NA,NA
"689","Marlborough",2020,440000,30,NA,NA,NA
"690","Marshfield",2020,535000,54,NA,NA,NA
"691","Maynard",2020,421250,37,NA,NA,NA
"692","Medfield",2020,790000,50,NA,NA,NA
"693","Medford",2020,670000,28,NA,NA,NA
"694","Medway",2020,480000,38,NA,NA,NA
"695","Melrose",2020,729100,25,NA,NA,NA
"696","Merrimac",2020,503500,44,NA,NA,NA
"697","Methuen",2020,408450,37,NA,NA,NA
"698","Middleborough",2020,370000,51,NA,NA,NA
"699","Middleton",2020,770000,50,NA,NA,NA
"700","Milford",2020,410000,43,NA,NA,NA
"701","Millis",2020,480250,43,NA,NA,NA
"702","Milton",2020,805000,44,NA,NA,NA
"703","Nahant",2020,745000,73,NA,NA,NA
"704","Natick",2020,732000,41,NA,NA,NA
"705","Needham",2020,1225000,48,NA,NA,NA
"706","Newbury",2020,707500,64,NA,NA,NA
"707","Newburyport",2020,750500,50,NA,NA,NA
"708","Newton",2020,1320000,50,NA,NA,NA
"709","Norfolk",2020,582500,61,NA,NA,NA
"710","North Andover",2020,695000,36,NA,NA,NA
"711","North Attleboro",2020,437500,44,NA,NA,NA
"712","North Reading",2020,645000,36,NA,NA,NA
"713","Norton",2020,407000,37,NA,NA,NA
"714","Norwell",2020,725000,61,NA,NA,NA
"715","Norwood",2020,550000,26,NA,NA,NA
"716","Peabody",2020,525000,25,NA,NA,NA
"717","Pembroke",2020,450000,55,NA,NA,NA
"718","Pepperell",2020,420000,42,NA,NA,NA
"719","Plainville",2020,458000,43,NA,NA,NA
"720","Plymouth",2020,450000,71,NA,NA,NA
"721","Plympton",2020,449900,67,NA,NA,NA
"722","Quincy",2020,540000,36,NA,NA,NA
"723","Randolph",2020,429950,36,NA,NA,NA
"724","Raynham",2020,450000,43,NA,NA,NA
"725","Reading",2020,665000,30,NA,NA,NA
"726","Revere",2020,505000,27,NA,NA,NA
"727","Rockland",2020,370000,32,NA,NA,NA
"728","Rockport",2020,665000,99,NA,NA,NA
"729","Rowley",2020,592500,44,NA,NA,NA
"730","Salem",2020,490000,29,NA,NA,NA
"731","Salisbury",2020,434900,53,NA,NA,NA
"732","Saugus",2020,502000,27,NA,NA,NA
"733","Scituate",2020,670000,63,NA,NA,NA
"734","Sharon",2020,595000,46,NA,NA,NA
"735","Sherborn",2020,882500,91,NA,NA,NA
"736","Shirley",2020,399950,40,NA,NA,NA
"737","Somerville",2020,920000,27,NA,NA,NA
"738","Southborough",2020,760000,56,NA,NA,NA
"739","Stoneham",2020,600000,26,NA,NA,NA
"740","Stoughton",2020,440000,35,NA,NA,NA
"741","Stow",2020,578750,47,NA,NA,NA
"742","Sudbury",2020,819500,57,NA,NA,NA
"743","Swampscott",2020,630000,38,NA,NA,NA
"744","Taunton",2020,355000,33,NA,NA,NA
"745","Tewksbury",2020,500000,32,NA,NA,NA
"746","Topsfield",2020,665000,33,NA,NA,NA
"747","Townsend",2020,340000,48,NA,NA,NA
"748","Tyngsborough",2020,477500,30,NA,NA,NA
"749","Wakefield",2020,625000,27,NA,NA,NA
"750","Walpole",2020,570000,32,NA,NA,NA
"751","Waltham",2020,670000,30,NA,NA,NA
"752","Watertown",2020,717500,30,NA,NA,NA
"753","Wayland",2020,802000,48,NA,NA,NA
"754","Wellesley",2020,1610000,57,NA,NA,NA
"755","Wenham",2020,788750,72,NA,NA,NA
"756","West Bridgewater",2020,415000,45,NA,NA,NA
"757","West Newbury",2020,680000,50,NA,NA,NA
"758","Westford",2020,662500,41,NA,NA,NA
"759","Weston",2020,1596000,81,NA,NA,NA
"760","Westwood",2020,880000,48,NA,NA,NA
"761","Weymouth",2020,462000,32,NA,NA,NA
"762","Whitman",2020,401000,25,NA,NA,NA
"763","Wilmington",2020,590000,34,NA,NA,NA
"764","Winchester",2020,1250750,46,NA,NA,NA
"765","Winthrop",2020,579000,43,NA,NA,NA
"766","Woburn",2020,570000,30,NA,NA,NA
"767","Wrentham",2020,587000,48,NA,NA,NA
"768","Abington",2021,500000,23,15,45,85
"769","Acton",2021,814500,20,17,36,47
"770","Amesbury",2021,525000,23,13,59,79
"771","Andover",2021,840000,28,14,38,63
"772","Arlington",2021,950000,16,9,34,84
"773","Ashby",2021,419900,68,25,83,148
"774","Ashland",2021,562500,19,15,34,53
"775","Attleboro",2021,441000,24,13,42,92
"776","Avon",2021,450000,24,20,44,98
"777","Ayer",2021,450000,32,-1,38,47
"778","Bedford",2021,835000,29,5,18,64
"779","Bellingham",2021,400289,23,5,31,70
"780","Belmont",2021,1430000,22,14,42,105
"781","Beverly",2021,607500,22,8,40,87
"782","Billerica",2021,577000,24,13,47,92
"783","Boston",2021,767500,36,11,45,113
"784","Boxborough",2021,882500,18,31,43,57
"785","Boxford",2021,875000,37,11,41,67
"786","Braintree",2021,625500,25,11,43,96
"787","Bridgewater",2021,525000,32,12,46,89
"788","Brockton",2021,405000,25,16,65,153
"789","Brookline",2021,2026712,40,-8,24,68
"790","Burlington",2021,707500,25,14,42,95
"791","Cambridge",2021,1800000,26,7,26,130
"792","Canton",2021,742500,26,22,43,74
"793","Carlisle",2021,1300000,32,41,60,111
"794","Carver",2021,465000,35,19,43,107
"795","Chelmsford",2021,585000,21,17,50,86
"796","Chelsea",2021,485000,27,8,39,125
"797","Cohasset",2021,1350000,59,22,51,93
"798","Concord",2021,1475000,44,27,55,102
"799","Danvers",2021,648596,22,18,54,97
"800","Dedham",2021,630000,31,6,44,93
"801","Dover",2021,1499000,85,11,41,59
"802","Dracut",2021,485000,21,17,49,108
"803","Dunstable",2021,670000,28,16,46,59
"804","Duxbury",2021,885000,26,17,43,66
"805","East Bridgewater",2021,467000,30,14,45,95
"806","Easton",2021,625000,37,21,54,67
"807","Essex",2021,777500,27,10,62,53
"808","Everett",2021,547500,28,10,52,147
"809","Foxborough",2021,596450,25,15,49,68
"810","Framingham",2021,575000,20,14,44,95
"811","Franklin",2021,600000,23,19,45,64
"812","Georgetown",2021,610000,24,20,63,76
"813","Gloucester",2021,600000,35,18,53,76
"814","Groton",2021,670000,34,19,41,68
"815","Groveland",2021,580000,24,17,50,102
"816","Halifax",2021,470000,38,13,29,93
"817","Hamilton",2021,778200,45,24,42,102
"818","Hanover",2021,677500,33,16,45,64
"819","Hanson",2021,485000,24,14,49,96
"820","Harvard",2021,800000,51,22,33,55
"821","Haverhill",2021,460000,22,12,49,96
"822","Hingham",2021,1125000,33,29,57,78
"823","Holbrook",2021,435350,23,12,48,93
"824","Holliston",2021,615000,23,12,46,58
"825","Hopkinton",2021,871000,28,23,35,66
"826","Hudson",2021,505000,26,12,44,91
"827","Hull",2021,555000,37,13,44,79
"828","Ipswich",2021,770000,44,20,43,108
"829","Kingston",2021,600000,35,30,50,94
"830","Lakeville",2021,547525,36,17,53,77
"831","Lawrence",2021,404500,23,18,75,170
"832","Lexington",2021,1550000,32,15,43,108
"833","Lincoln",2021,1458750,57,6,21,56
"834","Littleton",2021,605000,32,0,23,69
"835","Lowell",2021,420000,21,16,62,125
"836","Lynn",2021,475000,23,12,62,157
"837","Lynnfield",2021,828500,21,12,30,78
"838","Malden",2021,605000,22,11,57,120
"839","Manchester-by-the-Sea",2021,985000,59,1,6,37
"840","Mansfield",2021,575500,21,14,29,63
"841","Marblehead",2021,850000,30,10,37,63
"842","Marlborough",2021,480000,24,9,43,90
"843","Marshfield",2021,627500,29,17,55,88
"844","Maynard",2021,497000,22,18,44,66
"845","Medfield",2021,835000,25,6,21,58
"846","Medford",2021,750000,27,12,45,118
"847","Medway",2021,559000,22,16,47,64
"848","Melrose",2021,775000,20,6,40,94
"849","Merrimac",2021,577750,23,15,38,105
"850","Methuen",2021,474000,20,16,54,115
"851","Middleborough",2021,436250,32,18,54,84
"852","Middleton",2021,886000,27,15,58,63
"853","Milford",2021,460000,23,12,45,86
"854","Millis",2021,585000,27,22,46,87
"855","Milton",2021,869000,30,8,39,94
"856","Nahant",2021,820000,90,10,53,87
"857","Natick",2021,738250,24,1,34,80
"858","Needham",2021,1320000,28,8,44,91
"859","Newbury",2021,761000,37,8,62,82
"860","Newburyport",2021,850000,30,13,57,94
"861","Newton",2021,1525000,35,16,39,101
"862","Norfolk",2021,700000,28,20,35,59
"863","North Andover",2021,752450,28,8,39,58
"864","North Attleboro",2021,525000,26,20,50,82
"865","North Reading",2021,730000,19,13,40,78
"866","Norton",2021,495000,28,22,43,87
"867","Norwell",2021,850000,38,17,35,59
"868","Norwood",2021,610000,23,11,44,80
"869","Peabody",2021,611500,18,16,57,106
"870","Pembroke",2021,535000,39,19,46,76
"871","Pepperell",2021,480000,42,14,37,72
"872","Plainville",2021,535000,24,17,45,62
"873","Plymouth",2021,500000,34,11,52,82
"874","Plympton",2021,557500,27,24,49,92
"875","Quincy",2021,620000,28,15,48,105
"876","Randolph",2021,472750,22,10,53,113
"877","Raynham",2021,500000,29,11,49,68
"878","Reading",2021,722500,23,9,38,81
"879","Revere",2021,540000,26,7,51,140
"880","Rockland",2021,440000,22,19,56,101
"881","Rockport",2021,808500,41,22,69,62
"882","Rowley",2021,718500,26,21,63,85
"883","Salem",2021,560000,21,14,54,111
"884","Salisbury",2021,500000,34,15,57,105
"885","Saugus",2021,550000,23,10,46,100
"886","Scituate",2021,800000,39,19,55,73
"887","Sharon",2021,675000,30,13,32,69
"888","Sherborn",2021,1053000,33,19,41,45
"889","Shirley",2021,454475,28,14,42,80
"890","Somerville",2021,967500,34,5,33,99
"891","Southborough",2021,825000,34,9,50,70
"892","Stoneham",2021,702480,22,17,44,95
"893","Stoughton",2021,500000,22,14,47,100
"894","Stow",2021,666000,32,15,32,41
"895","Sudbury",2021,1024500,25,25,46,64
"896","Swampscott",2021,690000,30,10,43,93
"897","Taunton",2021,413150,25,16,51,97
"898","Tewksbury",2021,577000,21,15,49,86
"899","Topsfield",2021,787500,40,18,29,69
"900","Townsend",2021,410000,26,21,60,82
"901","Tyngsborough",2021,550500,26,15,47,75
"902","Wakefield",2021,687500,24,10,42,82
"903","Walpole",2021,620000,24,9,32,47
"904","Waltham",2021,705000,26,5,34,88
"905","Watertown",2021,785000,24,9,26,82
"906","Wayland",2021,1000000,31,25,39,79
"907","Wellesley",2021,1655000,32,3,28,66
"908","Wenham",2021,865000,69,10,54,105
"909","West Bridgewater",2021,467500,33,13,53,77
"910","West Newbury",2021,825000,41,21,45,84
"911","Westford",2021,745000,19,12,49,59
"912","Weston",2021,2105000,64,32,44,83
"913","Westwood",2021,1049000,28,19,57,99
"914","Weymouth",2021,535000,26,16,51,98
"915","Whitman",2021,442500,27,10,37,90
"916","Wilmington",2021,626000,22,6,42,85
"917","Winchester",2021,1349500,34,8,27,87
"918","Winthrop",2021,665000,34,15,60,118
"919","Woburn",2021,630000,27,11,47,100
"920","Wrentham",2021,600000,28,2,29,52
"921","Abington",2022,540000,22,8,42,97
"922","Acton",2022,875000,18,7,42,72
"923","Amesbury",2022,580000,24,10,59,121
"924","Andover",2022,928500,24,11,45,71
"925","Arlington",2022,1153000,19,21,54,122
"926","Ashby",2022,385000,52,-8,40,151
"927","Ashland",2022,645000,19,15,47,99
"928","Attleboro",2022,465000,23,5,49,96
"929","Avon",2022,495000,24,10,52,141
"930","Ayer",2022,614500,30,37,78,118
"931","Bedford",2022,987000,24,18,39,78
"932","Bellingham",2022,458250,25,14,43,83
"933","Belmont",2022,1560000,28,9,50,113
"934","Beverly",2022,631000,22,4,36,77
"935","Billerica",2022,625000,25,8,45,98
"936","Boston",2022,796500,34,4,38,116
"937","Boxborough",2022,975000,27,10,57,112
"938","Boxford",2022,920000,28,5,45,96
"939","Braintree",2022,670000,24,7,42,103
"940","Bridgewater",2022,570000,29,9,52,88
"941","Brockton",2022,440000,28,9,62,193
"942","Brookline",2022,2387500,34,18,25,91
"943","Burlington",2022,736500,26,4,33,89
"944","Cambridge",2022,1870000,27,4,29,111
"945","Canton",2022,800000,30,8,45,104
"946","Carlisle",2022,1325000,28,2,54,112
"947","Carver",2022,509400,36,10,62,151
"948","Chelmsford",2022,645000,23,10,52,102
"949","Chelsea",2022,580000,32,20,60,176
"950","Cohasset",2022,1375000,38,2,46,91
"951","Concord",2022,1450000,27,-2,40,79
"952","Danvers",2022,635000,25,-2,41,81
"953","Dedham",2022,677500,25,8,39,105
"954","Dover",2022,1700000,48,13,48,90
"955","Dracut",2022,511000,23,5,48,104
"956","Dunstable",2022,715000,28,7,38,69
"957","Duxbury",2022,955000,32,8,42,77
"958","East Bridgewater",2022,490000,31,5,41,92
"959","Easton",2022,699900,36,12,57,86
"960","Essex",2022,745000,30,-4,16,74
"961","Everett",2022,599000,27,9,46,150
"962","Foxborough",2022,605000,26,1,41,78
"963","Framingham",2022,615000,19,7,45,99
"964","Franklin",2022,634500,23,6,43,67
"965","Georgetown",2022,660000,30,8,52,85
"966","Gloucester",2022,654900,32,9,43,82
"967","Groton",2022,745500,25,11,55,80
"968","Groveland",2022,575000,28,-1,34,84
"969","Halifax",2022,500000,30,6,52,92
"970","Hamilton",2022,735000,29,-6,34,93
"971","Hanover",2022,712000,28,5,42,74
"972","Hanson",2022,510000,36,5,44,104
"973","Harvard",2022,925000,36,16,45,87
"974","Haverhill",2022,500000,23,9,56,118
"975","Hingham",2022,1250000,28,11,56,88
"976","Holbrook",2022,479900,23,10,52,114
"977","Holliston",2022,651000,25,6,40,75
"978","Hopkinton",2022,903500,31,4,39,61
"979","Hudson",2022,550750,26,9,53,108
"980","Hull",2022,595000,42,7,41,98
"981","Ipswich",2022,740000,28,-4,34,74
"982","Kingston",2022,623250,45,4,35,120
"983","Lakeville",2022,547500,37,0,54,109
"984","Lawrence",2022,450000,24,11,76,214
"985","Lexington",2022,1595000,26,3,39,99
"986","Lincoln",2022,1630000,26,12,52,90
"987","Littleton",2022,735000,25,21,51,96
"988","Lowell",2022,450000,25,7,56,141
"989","Lynn",2022,510000,25,7,55,172
"990","Lynnfield",2022,960000,22,16,49,104
"991","Malden",2022,628000,24,4,38,120
"992","Manchester-by-the-Sea",2022,1355000,39,38,56,90
"993","Mansfield",2022,645000,23,12,43,84
"994","Marblehead",2022,935000,27,10,41,92
"995","Marlborough",2022,529000,25,10,47,103
"996","Marshfield",2022,665000,27,6,41,90
"997","Maynard",2022,530000,22,7,38,94
"998","Medfield",2022,977000,23,17,43,61
"999","Medford",2022,816209,22,9,37,127
"1000","Medway",2022,620000,25,11,52,84
"1001","Melrose",2022,830000,19,7,35,108
"1002","Merrimac",2022,680000,32,18,57,113
"1003","Methuen",2022,520000,25,10,52,112
"1004","Middleborough",2022,485000,33,11,62,111
"1005","Middleton",2022,897500,29,1,39,80
"1006","Milford",2022,500000,21,9,51,102
"1007","Millis",2022,598000,26,2,33,93
"1008","Milton",2022,900000,30,4,39,94
"1009","Nahant",2022,950000,36,16,41,103
"1010","Natick",2022,900000,29,22,50,105
"1011","Needham",2022,1500000,22,14,52,116
"1012","Newbury",2022,915000,27,20,85,118
"1013","Newburyport",2022,950000,29,12,51,113
"1014","Newton",2022,1610000,29,6,34,100
"1015","Norfolk",2022,740000,32,6,33,85
"1016","North Andover",2022,892500,24,19,57,88
"1017","North Attleboro",2022,539000,30,3,44,84
"1018","North Reading",2022,786000,19,8,43,91
"1019","Norton",2022,508000,25,3,37,113
"1020","Norwell",2022,873000,29,3,30,76
"1021","Norwood",2022,650000,24,7,48,98
"1022","Peabody",2022,600000,21,-2,45,95
"1023","Pembroke",2022,565000,30,6,53,88
"1024","Pepperell",2022,510000,30,6,36,105
"1025","Plainville",2022,553500,25,3,31,90
"1026","Plymouth",2022,575000,34,15,64,105
"1027","Plympton",2022,585000,22,5,46,91
"1028","Quincy",2022,660000,30,6,47,113
"1029","Randolph",2022,530000,23,12,50,144
"1030","Raynham",2022,527450,29,5,40,93
"1031","Reading",2022,815000,22,13,36,94
"1032","Revere",2022,587250,23,9,56,146
"1033","Rockland",2022,495000,25,13,56,111
"1034","Rockport",2022,785000,33,-3,40,73
"1035","Rowley",2022,850000,45,18,66,115
"1036","Salem",2022,611000,22,9,60,135
"1037","Salisbury",2022,519250,39,4,40,112
"1038","Saugus",2022,620000,23,13,49,122
"1039","Scituate",2022,910000,31,14,58,108
"1040","Sharon",2022,775000,32,15,50,87
"1041","Sherborn",2022,1118500,27,6,36,68
"1042","Shirley",2022,508000,28,12,31,78
"1043","Somerville",2022,1100000,28,14,50,136
"1044","Southborough",2022,959000,34,16,69,104
"1045","Stoneham",2022,725000,24,3,35,93
"1046","Stoughton",2022,550000,26,10,48,104
"1047","Stow",2022,833500,24,25,60,95
"1048","Sudbury",2022,1150000,27,12,56,87
"1049","Swampscott",2022,790000,28,14,49,104
"1050","Taunton",2022,463750,27,12,63,106
"1051","Tewksbury",2022,627500,23,9,48,102
"1052","Topsfield",2022,805000,28,2,33,59
"1053","Townsend",2022,450000,31,10,56,114
"1054","Tyngsborough",2022,650000,25,18,63,117
"1055","Wakefield",2022,725000,22,5,39,85
"1056","Walpole",2022,695000,27,12,40,83
"1057","Waltham",2022,740018,25,5,27,90
"1058","Watertown",2022,850000,25,8,32,101
"1059","Wayland",2022,1047000,25,5,50,94
"1060","Wellesley",2022,1888000,22,14,37,97
"1061","Wenham",2022,900000,53,4,65,70
"1062","West Bridgewater",2022,518750,38,11,42,122
"1063","West Newbury",2022,770000,30,-7,39,73
"1064","Westford",2022,791000,24,6,40,80
"1065","Weston",2022,2420000,54,15,73,86
"1066","Westwood",2022,1192954,23,14,64,113
"1067","Weymouth",2022,575000,23,7,46,109
"1068","Whitman",2022,478000,26,8,44,108
"1069","Wilmington",2022,685000,23,9,40,90
"1070","Winchester",2022,1470000,28,9,34,109
"1071","Winthrop",2022,679000,41,2,43,132
"1072","Woburn",2022,660000,26,5,39,100
"1073","Wrentham",2022,670000,29,12,40,80
"1074","Abington",2023,535000,26,-1,34,77
"1075","Acton",2023,900500,22,3,39,73
"1076","Amesbury",2023,685000,27,18,75,120
"1077","Andover",2023,1000100,31,8,51,83
"1078","Arlington",2023,1150000,23,0,43,104
"1079","Ashby",2023,452500,43,18,60,109
"1080","Ashland",2023,696500,17,8,50,94
"1081","Attleboro",2023,475000,29,2,42,90
"1082","Avon",2023,515000,25,4,47,94
"1083","Ayer",2023,600000,31,-2,67,88
"1084","Bedford",2023,980000,38,-1,34,61
"1085","Bellingham",2023,518000,31,13,54,96
"1086","Belmont",2023,1500000,45,-4,29,86
"1087","Beverly",2023,720000,25,14,54,100
"1088","Billerica",2023,668000,30,7,48,99
"1089","Boston",2023,800000,41,0,30,91
"1090","Boxborough",2023,899000,17,-8,33,84
"1091","Boxford",2023,927000,37,1,35,69
"1092","Braintree",2023,680000,27,1,36,92
"1093","Bridgewater",2023,611250,36,7,57,94
"1094","Brockton",2023,467500,30,6,58,160
"1095","Brookline",2023,2425000,26,2,37,80
"1096","Burlington",2023,800000,37,9,37,90
"1097","Cambridge",2023,2000000,47,7,43,121
"1098","Canton",2023,825000,37,3,46,77
"1099","Carlisle",2023,1250000,40,-6,43,81
"1100","Carver",2023,575000,36,13,67,128
"1101","Chelmsford",2023,635000,27,-2,42,85
"1102","Chelsea",2023,545000,48,-6,21,130
"1103","Cohasset",2023,1474000,63,7,49,54
"1104","Concord",2023,1594000,48,10,53,81
"1105","Danvers",2023,670000,29,6,43,87
"1106","Dedham",2023,689500,25,2,33,77
"1107","Dover",2023,1672500,43,-2,37,89
"1108","Dracut",2023,533000,21,4,48,101
"1109","Dunstable",2023,920000,26,29,61,127
"1110","Duxbury",2023,1025000,46,7,51,86
"1111","East Bridgewater",2023,525000,32,7,41,82
"1112","Easton",2023,672500,41,-4,50,73
"1113","Essex",2023,925000,47,24,68,98
"1114","Everett",2023,615000,30,3,38,132
"1115","Foxborough",2023,657000,31,9,46,84
"1116","Framingham",2023,645000,20,5,43,91
"1117","Franklin",2023,680000,24,7,46,92
"1118","Georgetown",2023,750000,29,14,63,94
"1119","Gloucester",2023,689500,39,5,53,101
"1120","Groton",2023,802000,40,8,51,98
