"","City","Year","Median Price","Days on Market","One-Year % Change in Price","Five-Year % Change in Price","Ten-Year % Change in Price","Total_Population","Median_Family_Income","Pop All Summary Offenses","Pop Criminal Homicide","Pop Forcible Rape Total","Pop Robbery Total","Pop Assault Total","Pop Aggravated Assault Total","Pop Burglary Total","Pop Larceny - Theft Total","Per 1K - All Summary Offenses","Per 1K - Criminal Homicide","Per 1K - Forcible Rape Total","Per 1K - Robbery Total","Per 1K - Assault Total","Per 1K - Aggravated Assault Total","Per 1K - Burglary Total","Per 1K - Larceny - Theft Total"
"499","East Bridgewater",2019,387582,50,4,28,34,14466,110625,"157",0,"3","2","86","22","12","46",10.85,0,0.21,0.14,5.94,1.52,0.83,3.18
"500","Easton",2019,535623,74,20,18,34,24621,133964,"253",1,"9","3","92","31","24","111",10.09,0.04,0.36,0.12,3.67,1.24,0.96,4.43
"501","Essex",2019,653920,89,19,7,13,3745,122750,"0",0,"0","0","0","0","0","0",0,0,0,0,0,0,0,0
"502","Everett",2019,458518,37,3,56,95,46118,73476,"1,090",4,"19","25","418","204","104","445",23.1,0.08,0.4,0.53,8.86,4.32,2.2,9.43
"503","Foxborough",2019,524116,63,16,30,26,17727,121330,"341",0,"5","4","171","26","18","124",19.34,0,0.28,0.23,9.7,1.47,1.02,7.03
"504","Framingham",2019,489110,38,8,29,48,72308,101270,"1,424",1,"21","29","568","246","158","612",19.47,0.01,0.29,0.4,7.77,3.36,2.16,8.37
"505","Franklin",2019,503124,50,8,15,17,33256,148762,"176",0,"0","1","72","1","16","81",5.31,0,0,0.03,2.17,0.03,0.48,2.44
"506","Georgetown",2019,510271,45,11,15,15,8695,146111,"63",0,"0","0","30","2","5","27",7.18,0,0,0,3.42,0.23,0.57,3.08
"507","Gloucester",2019,647847,76,44,15,35,30162,93479,"396",0,"8","1","223","50","21","130",13.04,0,0.26,0.03,7.34,1.65,0.69,4.28
"508","Groton",2019,554748,68,5,19,30,11313,159423,"58",1,"5","0","29","2","4","19",5.09,0.09,0.44,0,2.55,0.18,0.35,1.67
"509","Groveland",2019,483682,47,12,33,37,6780,118889,"17",1,"0","0","7","1","1","6",2.48,0.15,0,0,1.02,0.15,0.15,0.88
"510","Halifax",2019,674563,67,93,117,121,7842,106750,"81",0,"1","0","28","7","9","38",10.29,0,0.13,0,3.56,0.89,1.14,4.83
"511","Hamilton",2019,700102,70,16,21,52,8031,149865,"33",0,"0","0","7","1","4","19",4.09,0,0,0,0.87,0.12,0.5,2.35
"512","Hanover",2019,593513,50,7,25,41,14459,141689,"127",0,"0","0","6","3","4","116",8.77,0,0,0,0.41,0.21,0.28,8.01
"513","Hanson",2019,395785,45,6,29,40,10777,117292,"132",0,"1","2","81","14","9","38",12.14,0,0.09,0.18,7.45,1.29,0.83,3.49
"514","Harvard",2019,645438,88,3,5,20,6569,169167,"35",0,"3","0","6","2","6","20",5.33,0,0.46,0,0.91,0.3,0.91,3.04
"515","Haverhill",2019,367520,46,9,26,39,63533,81675,"1,891",1,"15","15","1,014","304","179","572",29.58,0.02,0.23,0.23,15.86,4.75,2.8,8.95
"516","Hingham",2019,1012007,75,23,24,32,23652,198900,"264",0,"6","0","75","24","45","134",11.02,0,0.25,0,3.13,1,1.88,5.59
"517","Holbrook",2019,368874,39,9,35,55,11045,110518,"235",0,"4","4","98","25","26","94",21.38,0,0.36,0.36,8.92,2.27,2.37,8.55
"518","Holliston",2019,564267,67,16,11,39,14724,156364,"91",0,"1","1","48","12","8","31",6.07,0,0.07,0.07,3.2,0.8,0.53,2.07
"519","Hopkinton",2019,710558,66,5,16,34,17598,187381,"63",0,"0","0","33","0","1","28",3.39,0,0,0,1.78,0,0.05,1.51
"520","Hudson",2019,426701,48,13,28,40,19887,117831,"160",0,"12","1","66","27","5","74",8.04,0,0.6,0.05,3.31,1.36,0.25,3.72
"521","Hull",2019,543017,68,31,28,37,10455,119250,"196",0,"4","1","110","42","7","70",18.84,0,0.38,0.1,10.57,4.04,0.67,6.73
"522","Ipswich",2019,623084,72,15,23,25,13963,120714,"96",0,"8","2","40","9","6","33",6.81,0,0.57,0.14,2.84,0.64,0.43,2.34
"523","Kingston",2019,464263,58,8,16,33,13566,117604,"187",0,"5","3","69","14","8","97",13.59,0,0.36,0.22,5.02,1.02,0.58,7.05
"524","Lakeville",2019,407539,77,9,21,42,11372,117158,"131",0,"4","1","41","12","20","62",11.47,0,0.35,0.09,3.59,1.05,1.75,5.43
"525","Lawrence",2019,297009,41,6,55,100,79942,49910,"2,419",3,"32","87","1,342","419","113","677",30.15,0.04,0.4,1.08,16.72,5.22,1.41,8.44
"526","Lexington",2019,1345932,51,17,19,75,33340,220179,"142",1,"4","0","44","14","8","85",4.2,0.03,0.12,0,1.3,0.41,0.24,2.51
"527","Lincoln",2019,1394027,73,12,21,30,6830,169844,"27",0,"1","0","10","3","2","14",3.97,0,0.15,0,1.47,0.44,0.29,2.06
"528","Littleton",2019,532495,56,-7,16,29,10071,143233,"96",0,"5","0","43","6","5","43",9.29,0,0.48,0,4.16,0.58,0.48,4.16
"529","Lowell",2019,328354,41,9,36,65,111306,67963,"3,478",4,"20","100","1,672","281","294","1,206",31.21,0.04,0.18,0.9,15.01,2.52,2.64,10.82
"530","Lynn",2019,358578,39,2,40,82,93743,68177,"2,521",8,"33","103","1,027","321","302","910",26.69,0.08,0.35,1.09,10.87,3.4,3.2,9.63
"531","Lynnfield",2019,733180,42,10,18,23,12894,159960,"114",0,"0","0","37","2","8","68",8.68,0,0,0,2.82,0.15,0.61,5.18
"532","Malden",2019,495967,34,1,50,81,60984,74880,"1,205",1,"9","26","449","126","103","522",19.84,0.02,0.15,0.43,7.39,2.07,1.7,8.59
"533","Manchester-by-the-Sea",2019,1287341,156,39,3,23,5383,169688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Mansfield",2019,499356,43,11,18,30,23947,135360,"367",0,"11","5","181","49","15","147",15.3,0,0.46,0.21,7.55,2.04,0.63,6.13
"535","Marblehead",2019,899628,60,30,13,44,20500,149990,"176",0,"7","0","51","15","10","103",8.55,0,0.34,0,2.48,0.73,0.49,5.01
"536","Marlborough",2019,435652,45,11,28,44,39736,100813,"1,032",1,"17","15","462","117","71","439",26.01,0.03,0.43,0.38,11.65,2.95,1.79,11.07
"537","Marshfield",2019,526218,68,17,23,32,25838,127633,"143",0,"2","3","68","27","9","55",5.54,0,0.08,0.12,2.64,1.05,0.35,2.13
"538","Maynard",2019,408917,34,7,23,38,10754,123869,"101",0,"3","2","57","19","7","29",9.48,0,0.28,0.19,5.35,1.78,0.66,2.72
"539","Medfield",2019,771780,62,19,10,18,12841,186149,"0",0,"0","0","0","0","0","0",0,0,0,0,0,0,0,0
"540","Medford",2019,647815,33,5,44,81,57637,117348,"852",0,"7","17","297","92","51","446",14.82,0,0.12,0.3,5.17,1.6,0.89,7.76
"541","Medway",2019,474998,47,6,16,23,13325,153708,"51",0,"0","0","22","6","8","21",3.8,0,0,0,1.64,0.45,0.6,1.57
"542","Melrose",2019,650410,27,0,33,59,28113,147237,"277",0,"0","3","102","29","25","131",9.85,0,0,0.11,3.63,1.03,0.89,4.66
"543","Merrimac",2019,443711,48,8,9,31,6890,112423,"35",0,"0","0","20","2","5","9",5,0,0,0,2.86,0.29,0.71,1.29
"544","Methuen",2019,394443,44,10,34,44,50282,90201,"925",2,"1","11","359","82","59","445",18.23,0.04,0.02,0.22,7.08,1.62,1.16,8.77
"545","Middleboro",2019,367854,65,13,40,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Middleton",2019,708295,72,13,10,25,9872,143457,"60",0,"0","0","19","5","3","35",5.93,0,0,0,1.88,0.49,0.3,3.46
"547","Milford",2019,369220,44,6,26,27,28883,99035,"408",0,"11","4","216","33","38","123",14.06,0,0.38,0.14,7.44,1.14,1.31,4.24
"548","Millis",2019,503884,58,20,24,35,8233,110900,"48",0,"2","0","28","4","6","10",5.82,0,0.24,0,3.39,0.48,0.73,1.21
"549","Milton",2019,863602,47,22,35,63,27572,159860,"94",0,"2","5","26","4","13","40",3.42,0,0.07,0.18,0.95,0.15,0.47,1.46
"550","Nahant",2019,779777,73,34,3,14,3502,136548,"28",0,"1","0","15","11","2","9",7.97,0,0.28,0,4.27,3.13,0.57,2.56
"551","Natick",2019,707476,50,13,22,42,36128,153925,"510",1,"7","4","111","26","22","352",14.03,0.03,0.19,0.11,3.05,0.72,0.61,9.68
"552","Needham",2019,1223843,54,14,26,51,30970,194596,"202",0,"3","0","61","8","22","113",6.46,0,0.1,0,1.95,0.26,0.7,3.61
"553","Newbury",2019,633633,71,20,24,43,7060,117679,"65",0,"1","0","35","10","8","21",9.09,0,0.14,0,4.9,1.4,1.12,2.94
"554","Newburyport",2019,772033,61,26,27,68,18077,141250,"241",0,"5","0","108","18","13","113",13.27,0,0.28,0,5.95,0.99,0.72,6.22
"555","Newton",2019,1498036,56,24,30,70,88593,189131,"742",0,"4","10","217","35","75","424",8.37,0,0.05,0.11,2.45,0.39,0.85,4.78
"556","Norfolk",2019,612505,78,7,25,32,11786,168858,"35",0,"0","0","12","1","3","20",2.92,0,0,0,1,0.08,0.25,1.67
"557","North Andover",2019,622401,55,5,15,31,30842,139191,"240",0,"5","3","68","10","14","140",7.64,0,0.16,0.1,2.16,0.32,0.45,4.45
"558","North Attleborough",2019,438568,60,15,20,30,29180,117635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","North Reading",2019,624349,44,12,14,41,15581,148281,"109",0,"3","1","45","12","10","44",6.95,0,0.19,0.06,2.87,0.76,0.64,2.8
"560","Norton",2019,381890,51,1,25,17,19745,129359,"45",0,"3","0","28","20","7","5",2.26,0,0.15,0,1.41,1.01,0.35,0.25
"561","Norwell",2019,754678,81,18,22,18,11054,173719,"74",0,"0","0","23","11","8","38",6.66,0,0,0,2.07,0.99,0.72,3.42
"562","Norwood",2019,497850,37,5,21,36,29306,113423,"412",0,"9","8","177","30","33","174",14.12,0,0.31,0.27,6.06,1.03,1.13,5.96
"563","Peabody",2019,477213,31,7,31,52,52906,96239,"806",0,"21","8","337","94","55","353",15.18,0,0.4,0.15,6.35,1.77,1.04,6.65
"564","Pembroke",2019,450072,62,13,24,30,18380,127538,"140",1,"2","3","52","8","12","61",7.62,0.05,0.11,0.16,2.83,0.44,0.65,3.32
"565","Pepperell",2019,394694,55,13,25,35,12105,124003,"113",0,"5","1","49","9","5","50",9.3,0,0.41,0.08,4.03,0.74,0.41,4.12
"566","Plainville",2019,484634,51,34,38,31,9183,112971,"84",1,"0","0","18","5","10","52",9.05,0.11,0,0,1.94,0.54,1.08,5.6
"567","Plymouth",2019,434085,73,14,23,34,60024,108374,"1,231",0,"38","11","581","151","73","492",20.22,0,0.62,0.18,9.54,2.48,1.2,8.08
"568","Plympton",2019,450083,67,5,35,47,2954,105688,"48",0,"0","1","31","3","5","10",16.11,0,0,0.34,10.4,1.01,1.68,3.36
"569","Quincy",2019,551832,43,12,40,60,94207,95583,"2,163",1,"31","61","914","282","216","883",22.98,0.01,0.33,0.65,9.71,3,2.3,9.38
"570","Randolph",2019,397972,38,6,43,64,34064,95488,"795",1,"6","10","368","65","69","307",23.12,0.03,0.17,0.29,10.7,1.89,2.01,8.93
"571","Raynham",2019,416799,55,-1,19,22,14196,117604,"281",0,"4","4","62","20","12","184",19.62,0,0.28,0.28,4.33,1.4,0.84,12.85
"572","Reading",2019,663028,40,6,28,53,25132,157061,"147",0,"0","2","29","3","15","94",5.81,0,0,0.08,1.15,0.12,0.59,3.71
"573","Revere",2019,445608,33,2,54,99,53692,72656,"1,245",2,"13","38","537","123","68","525",23.2,0.04,0.24,0.71,10.01,2.29,1.27,9.78
"574","Rockland",2019,365474,42,7,21,31,17953,103762,"195",0,"8","4","122","41","16","39",10.91,0,0.45,0.22,6.82,2.29,0.89,2.18
"575","Rockport",2019,732016,88,17,27,23,7231,107917,"49",0,"2","1","30","4","4","11",6.73,0,0.27,0.14,4.12,0.55,0.55,1.51
"576","Rowley",2019,549730,57,3,19,30,6372,134899,"43",0,"1","0","16","5","4","21",6.75,0,0.16,0,2.51,0.78,0.63,3.3
"577","Salem",2019,460100,34,8,24,48,43252,86584,"1,525",0,"14","21","753","73","87","598",35.1,0,0.32,0.48,17.33,1.68,2,13.77
"578","Salisbury",2019,412952,45,1,12,29,9360,100101,"177",0,"5","0","98","12","25","44",18.49,0,0.52,0,10.23,1.25,2.61,4.6
"579","Saugus",2019,498380,44,12,44,66,28215,100524,"556",0,"9","10","170","54","29","309",19.59,0,0.32,0.35,5.99,1.9,1.02,10.89
"580","Scituate",2019,746881,79,27,23,37,18720,151875,"109",0,"2","0","43","12","7","50",5.81,0,0.11,0,2.29,0.64,0.37,2.66
"581","Sharon",2019,631020,62,19,17,42,18526,162750,"75",0,"4","0","23","5","10","33",3.95,0,0.21,0,1.21,0.26,0.53,1.74
"582","Sherborn",2019,944120,87,12,7,20,4316,216107,"0",0,"0","0","0","0","0","0",0,0,0,0,0,0,0,0
"583","Shirley",2019,374462,50,-1,15,46,7633,111080,"81",0,"1","0","38","18","10","28",10.61,0,0.13,0,4.98,2.36,1.31,3.67
"584","Somerville",2019,940318,30,18,52,119,80906,106157,"1,471",0,"16","39","377","119","140","806",18.01,0,0.2,0.48,4.62,1.46,1.71,9.87
"585","Southboro",2019,729325,71,16,17,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Stoneham",2019,588739,34,5,27,54,23223,133401,"272",0,"9","5","83","19","44","115",11.97,0,0.4,0.22,3.65,0.84,1.94,5.06
"587","Stoughton",2019,421718,41,11,28,49,28639,104973,"555",1,"9","7","251","41","33","231",19.16,0.03,0.31,0.24,8.67,1.42,1.14,7.98
"588","Stow",2019,573925,81,1,15,11,7133,165574,"34",0,"0","0","21","4","4","8",4.7,0,0,0,2.9,0.55,0.55,1.11
"589","Sudbury",2019,863292,71,15,12,28,19122,203253,"108",0,"6","1","32","8","7","59",5.47,0,0.3,0.05,1.62,0.41,0.35,2.99
"590","Swampscott",2019,692518,60,19,34,50,15002,146886,"155",0,"1","1","40","6","12","100",10.13,0,0.07,0.07,2.62,0.39,0.78,6.54
"591","Taunton",2019,330697,46,6,35,36,57124,81683,"932",2,"15","17","547","183","87","240",16.34,0.04,0.26,0.3,9.59,3.21,1.53,4.21
"592","Tewksbury",2019,471953,38,8,26,40,31098,124474,"624",1,"23","7","244","51","19","310",19.86,0.03,0.73,0.22,7.76,1.62,0.6,9.87
"593","Topsfield",2019,674803,66,13,11,29,6568,162733,"24",0,"1","0","13","4","2","7",3.61,0,0.15,0,1.96,0.6,0.3,1.05
"594","Townsend",2019,322861,68,6,34,30,9473,108281,"77",0,"2","0","43","8","4","21",8.07,0,0.21,0,4.5,0.84,0.42,2.2
"595","Tyngsborough",2019,435171,53,1,17,25,12364,140133,"104",0,"4","3","50","12","5","31",8.35,0,0.32,0.24,4.01,0.96,0.4,2.49
"596","Wakefield",2019,591357,34,7,26,32,26993,130570,"287",0,"3","3","115","31","25","129",10.56,0,0.11,0.11,4.23,1.14,0.92,4.75
"597","Walpole",2019,603158,48,11,16,36,25129,141353,"446",0,"11","1","173","38","25","224",17.73,0,0.44,0.04,6.88,1.51,0.99,8.91
"598","Waltham",2019,659229,37,9,36,53,62777,115920,"895",0,"13","7","357","82","70","421",14.27,0,0.21,0.11,5.69,1.31,1.12,6.71
"599","Watertown",2019,753737,30,12,33,58,35401,119411,"480",0,"10","2","145","17","36","273",13.26,0,0.28,0.06,4.01,0.47,0.99,7.54
"600","Wayland",2019,872675,57,11,12,39,13802,221629,"1",0,"0","0","0","0","1","0",0.07,0,0,0,0,0,0.07,0
"601","Wellesley",2019,1706866,68,19,15,38,28747,250001,"167",0,"0","0","47","7","15","104",5.63,0,0,0,1.59,0.24,0.51,3.51
"602","Wenham",2019,782134,86,12,13,12,5240,157305,"18",0,"0","0","10","0","1","6",3.4,0,0,0,1.89,0,0.19,1.13
"603","West Bridgewater",2019,388682,60,5,17,41,7198,121419,"99",0,"1","0","25","8","16","49",13.66,0,0.14,0,3.45,1.1,2.21,6.76
"604","West Newbury",2019,657271,98,19,20,26,4631,180250,"29",0,"2","0","14","6","2","11",6.15,0,0.42,0,2.97,1.27,0.42,2.33
"605","Westford",2019,613840,56,5,15,36,24342,161024,"91",0,"0","1","36","9","5","45",3.73,0,0,0.04,1.48,0.37,0.2,1.84
"606","Weston",2019,1971118,123,28,6,31,12112,250001,"55",0,"2","0","25","7","3","24",4.53,0,0.16,0,2.06,0.58,0.25,1.98
"607","Westwood",2019,922704,66,18,17,43,16136,185051,"216",0,"1","3","46","6","14","148",13.33,0,0.06,0.19,2.84,0.37,0.86,9.14
"608","Weymouth",2019,440453,39,7,29,43,56734,103757,"852",0,"21","9","357","140","44","389",14.75,0,0.36,0.16,6.18,2.42,0.76,6.73
"609","Whitman",2019,378684,38,15,31,30,15056,96755,"211",0,"3","3","99","27","21","76",13.94,0,0.2,0.2,6.54,1.78,1.39,5.02
"610","Wilmington",2019,566849,43,5,33,48,23377,139131,"254",0,"5","1","93","26","15","125",10.62,0,0.21,0.04,3.89,1.09,0.63,5.23
"611","Winchester",2019,1283501,53,8,27,60,22738,217633,"104",0,"0","0","15","7","10","74",4.55,0,0,0,0.66,0.31,0.44,3.24
"612","Winthrop",2019,540339,54,3,48,63,18542,96972,"223",0,"2","6","87","29","10","102",11.93,0,0.11,0.32,4.65,1.55,0.53,5.46
"613","Woburn",2019,541535,37,8,31,47,40304,108770,"606",0,"2","11","174","58","46","324",15.06,0,0.05,0.27,4.32,1.44,1.14,8.05
"614","Wrentham",2019,561535,79,12,19,27,11823,155720,"201",0,"2","0","21","2","18","153",16.77,0,0.17,0,1.75,0.17,1.5,12.76
"615","Abington",2020,435000,31,NA,NA,NA,16557,122725,"189",0,"11","5","60","23","11","90",10.92,0,0.64,0.29,3.47,1.33,0.64,5.2
"616","Acton",2020,695000,43,NA,NA,NA,23634,170474,"208",0,"1","1","74","14","16","110",8.77,0,0.04,0.04,3.12,0.59,0.67,4.64
"617","Amesbury",2020,463000,45,NA,NA,NA,17474,106536,"152",1,"4","0","82","21","10","51",8.65,0.06,0.23,0,4.66,1.19,0.57,2.9
"618","Andover",2020,738000,41,NA,NA,NA,36098,186057,"266",0,"4","0","78","4","38","138",7.28,0,0.11,0,2.13,0.11,1.04,3.78
"619","Arlington",2020,870000,24,NA,NA,NA,45379,147586,"240",0,"1","2","104","23","23","94",5.27,0,0.02,0.04,2.28,0.5,0.5,2.06
"620","Ashby",2020,336125,58,NA,NA,NA,3211,103370,"25",0,"2","0","2","2","4","15",7.77,0,0.62,0,0.62,0.62,1.24,4.66
"621","Ashland",2020,488000,22,NA,NA,NA,17787,145100,"154",0,"2","2","69","15","14","49",8.63,0,0.11,0.11,3.87,0.84,0.78,2.75
"622","Attleborough",2020,389450,37,NA,NA,NA,45023,97495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Avon",2020,375000,35,NA,NA,NA,4513,107434,"187",0,"2","1","25","10","8","144",41,0,0.44,0.22,5.48,2.19,1.75,31.57
"624","Ayer",2020,453200,65,NA,NA,NA,8158,132274,"94",0,"0","1","52","7","6","33",11.41,0,0,0.12,6.31,0.85,0.73,4.01
"625","Bedford",2020,795000,50,NA,NA,NA,14136,176908,"90",0,"1","1","23","9","12","49",6.37,0,0.07,0.07,1.63,0.64,0.85,3.47
"626","Bellingham",2020,380000,32,NA,NA,NA,17196,119817,"314",0,"3","6","101","27","15","180",18.12,0,0.17,0.35,5.83,1.56,0.87,10.39
"627","Belmont",2020,1250000,34,NA,NA,NA,26158,170784,"238",0,"2","3","50","11","86","91",9.11,0,0.08,0.11,1.91,0.42,3.29,3.48
"628","Beverly",2020,560000,30,NA,NA,NA,42062,119000,"284",1,"6","3","111","50","11","143",6.73,0.02,0.14,0.07,2.63,1.18,0.26,3.39
"629","Billerica",2020,512000,32,NA,NA,NA,43274,123913,"314",1,"1","1","133","31","21","133",7.22,0.02,0.02,0.02,3.06,0.71,0.48,3.06
"630","Boston",2020,690000,37,NA,NA,NA,689326,89270,"28,544",58,"200","924","14,113","3,253","1,741","10,170",40.93,0.08,0.29,1.33,20.24,4.66,2.5,14.58
"631","Boxborough",2020,671500,33,NA,NA,NA,5677,190795,"30",0,"0","0","23","6","1","6",5.12,0,0,0,3.93,1.02,0.17,1.02
"632","Boxford",2020,785000,59,NA,NA,NA,8316,195000,"24",0,"0","0","3","1","0","21",2.88,0,0,0,0.36,0.12,0,2.52
"633","Braintree",2020,561000,29,NA,NA,NA,37196,130308,"488",1,"2","4","146","84","38","277",13.09,0.03,0.05,0.11,3.92,2.25,1.02,7.43
"634","Bridgewater",2020,470000,48,NA,NA,NA,27441,121523,"149",0,"3","1","71","21","14","52",18.38,0,0.37,0.12,8.76,2.59,1.73,6.41
"635","Brockton",2020,350000,37,NA,NA,NA,95740,74630,"3,576",4,"63","118","1,701","573","202","1,083",36.06,0.04,0.64,1.19,17.15,5.78,2.04,10.92
"636","Brookline",2020,2210000,69,NA,NA,NA,59223,172052,"858",1,"2","14","146","46","36","639",14.53,0.02,0.03,0.24,2.47,0.78,0.61,10.82
"637","Burlington",2020,621000,46,NA,NA,NA,28077,145377,"379",0,"12","4","121","29","20","211",13.09,0,0.41,0.14,4.18,1,0.69,7.29
"638","Cambridge",2020,1681000,33,NA,NA,NA,117822,142889,"3,317",1,"25","67","1,011","248","202","1,918",27.66,0.01,0.21,0.56,8.43,2.07,1.68,15.99
"639","Canton",2020,610000,44,NA,NA,NA,23615,138070,"254",0,"2","3","108","69","12","115",10.58,0,0.08,0.12,4.5,2.87,0.5,4.79
"640","Carlisle",2020,921250,79,NA,NA,NA,5232,238803,"28",0,"0","0","14","1","1","13",5.32,0,0,0,2.66,0.19,0.19,2.47
"641","Carver",2020,390000,46,NA,NA,NA,11745,83707,"146",0,"2","2","78","10","13","44",11.97,0,0.16,0.16,6.4,0.82,1.07,3.61
"642","Chelmsford",2020,499000,27,NA,NA,NA,35239,136793,"383",0,"7","2","72","24","20","260",10.83,0,0.2,0.06,2.04,0.68,0.57,7.35
"643","Chelsea",2020,450000,45,NA,NA,NA,39878,62985,"1,307",2,"18","41","668","192","98","405",32.68,0.05,0.45,1.03,16.7,4.8,2.45,10.13
"644","Cohasset",2020,1110000,76,NA,NA,NA,8520,207375,"63",0,"1","0","28","8","5","29",7.28,0,0.12,0,3.24,0.92,0.58,3.35
"645","Concord",2020,1165000,81,NA,NA,NA,18950,201744,"179",0,"3","1","49","10","10","115",9.44,0,0.16,0.05,2.59,0.53,0.53,6.07
"646","Danvers",2020,549000,30,NA,NA,NA,27549,115659,"594",0,"5","6","230","41","20","305",21.59,0,0.18,0.22,8.36,1.49,0.73,11.08
"647","Dedham",2020,595000,32,NA,NA,NA,25330,141607,"321",0,"1","3","39","4","14","223",12.73,0,0.04,0.12,1.55,0.16,0.56,8.84
"648","Dover",2020,1345000,146,NA,NA,NA,6079,250001,"43",1,"1","0","10","4","6","23",6.96,0.16,0.16,0,1.62,0.65,0.97,3.72
"649","Dracut",2020,415000,26,NA,NA,NA,31458,105593,"440",0,"1","4","161","31","23","215",13.88,0,0.03,0.13,5.08,0.98,0.73,6.78
"650","Dunstable",2020,576000,61,NA,NA,NA,3374,174375,"31",0,"2","0","10","2","3","14",9.09,0,0.59,0,2.93,0.59,0.88,4.11
"651","Duxbury",2020,755000,62,NA,NA,NA,15912,159184,"72",0,"3","0","33","8","1","31",4.35,0,0.18,0,1.99,0.48,0.06,1.87
"652","East Bridgewater",2020,409500,37,NA,NA,NA,14509,118818,"106",0,"2","0","51","10","6","40",7.02,0,0.13,0,3.38,0.66,0.4,2.65
"653","Easton",2020,516949,66,NA,NA,NA,24860,138589,"276",1,"8","3","84","19","22","146",10.96,0.04,0.32,0.12,3.34,0.75,0.87,5.8
"654","Essex",2020,705000,82,NA,NA,NA,3771,122917,"21",0,"0","0","10","4","2","8",5.51,0,0,0,2.62,1.05,0.52,2.1
"655","Everett",2020,500000,40,NA,NA,NA,46275,75847,"1,070",0,"26","17","352","138","75","518",22.88,0,0.56,0.36,7.53,2.95,1.6,11.08
"656","Foxborough",2020,520000,47,NA,NA,NA,17917,117439,"272",0,"7","4","135","16","26","86",14.67,0,0.38,0.22,7.28,0.86,1.4,4.64
"657","Framingham",2020,503000,28,NA,NA,NA,72846,106770,"1,429",2,"14","20","522","230","110","630",19.13,0.03,0.19,0.27,6.99,3.08,1.47,8.44
"658","Franklin",2020,506000,35,NA,NA,NA,33644,148002,"99",0,"1","0","60","5","7","29",2.89,0,0.03,0,1.75,0.15,0.2,0.85
"659","Georgetown",2020,510000,38,NA,NA,NA,8733,138472,"52",0,"0","1","14","4","6","31",5.92,0,0,0.11,1.59,0.46,0.68,3.53
"660","Gloucester",2020,507500,62,NA,NA,NA,30291,96083,"302",0,"11","4","191","57","11","76",9.92,0,0.36,0.13,6.27,1.87,0.36,2.5
"661","Groton",2020,565000,55,NA,NA,NA,11322,177118,"84",0,"1","0","48","3","6","28",7.41,0,0.09,0,4.23,0.26,0.53,2.47
"662","Groveland",2020,495000,38,NA,NA,NA,6815,128582,"16",0,"0","0","9","0","0","7",2.33,0,0,0,1.31,0,0,1.02
"663","Halifax",2020,415000,45,NA,NA,NA,7830,105396,"90",0,"2","1","32","7","6","42",10.97,0,0.24,0.12,3.9,0.85,0.73,5.12
"664","Hamilton",2020,630000,50,NA,NA,NA,8048,131897,"30",0,"0","0","11","5","1","18",3.73,0,0,0,1.37,0.62,0.12,2.24
"665","Hanover",2020,585000,51,NA,NA,NA,14526,145179,"55",0,"0","1","4","1","3","46",3.63,0,0,0.07,0.26,0.07,0.2,3.04
"666","Hanson",2020,426000,36,NA,NA,NA,10874,121867,"81",0,"1","1","50","8","4","22",7.13,0,0.09,0.09,4.4,0.7,0.35,1.94
"667","Harvard",2020,655000,85,NA,NA,NA,6592,179375,"37",0,"0","0","12","0","8","14",5.61,0,0,0,1.82,0,1.21,2.12
"668","Haverhill",2020,411000,30,NA,NA,NA,63783,84693,"1,661",2,"11","19","985","272","144","411",25.95,0.03,0.17,0.3,15.39,4.25,2.25,6.42
"669","Hingham",2020,875000,56,NA,NA,NA,23983,210027,"234",0,"5","1","87","44","24","111",9.06,0,0.19,0.04,3.37,1.7,0.93,4.3
"670","Holbrook",2020,390000,36,NA,NA,NA,11051,111216,"278",0,"6","3","124","34","32","99",25.19,0,0.54,0.27,11.24,3.08,2.9,8.97
"671","Holliston",2020,550000,47,NA,NA,NA,14792,166176,"93",0,"4","0","39","9","9","34",6.21,0,0.27,0,2.6,0.6,0.6,2.27
"672","Hopkinton",2020,707000,56,NA,NA,NA,18030,206901,"62",0,"0","0","33","5","0","27",3.3,0,0,0,1.75,0.27,0,1.44
"673","Hudson",2020,451000,30,NA,NA,NA,19863,130117,"121",0,"2","1","46","18","4","64",6.1,0,0.1,0.05,2.32,0.91,0.2,3.23
"674","Hull",2020,491000,69,NA,NA,NA,10478,133245,"169",0,"5","1","91","39","10","58",15.58,0,0.46,0.09,8.39,3.59,0.92,5.35
"675","Ipswich",2020,642000,57,NA,NA,NA,14022,135284,"108",1,"1","0","43","7","15","47",7.66,0.07,0.07,0,3.05,0.5,1.06,3.33
"676","Kingston",2020,462500,53,NA,NA,NA,13746,120949,"147",0,"4","1","48","17","9","79",10.15,0,0.28,0.07,3.31,1.17,0.62,5.46
